,Filename,Summary,Title,PDF URL,Author,DOI,Published Date,Abstract,Journal Ref,Primary Category,Category,Entry ID,_merge,Dominant_Topic,Perc_Contribution,Topic_Keywords,0
10,1807.11838v1.pdf, a robot that could perform simple fetchandcarry tasks would have many potential applications in eldercare we describe how this was successfully implemented for learning new nouns and verbs in a tabletop setting creating this language learning kernel may be the last explicit programming the robot ever needs  the core mechanism could eventually be used for imparting a vast amount of knowledge much as a child learns from its parents and teachers we detail the languageprocessing used on our robot eli and explain how this is performed how it interacts with user gestures,Extensible Grounding of Speech for Robot Instruction,http://arxiv.org/pdf/1807.11838v1,[arxiv.Result.Author('Jonathan Connell')],,2018-07-31 14:31:17+00:00,"Spoken language is a convenient interface for commanding a mobile robot. Yet
for this to work a number of base terms must be grounded in perceptual and
motor skills. We detail the language processing used on our robot ELI and
explain how this grounding is performed, how it interacts with user gestures,
and how it handles phenomena such as anaphora. More importantly, however, there
are certain concepts which the robot cannot be preprogrammed with, such as the
names of various objects in a household or the nature of specific tasks it may
be requested to perform. In these cases it is vital that there exist a method
for extending the grounding, essentially ""learning by being told"". We describe
how this was successfully implemented for learning new nouns and verbs in a
tabletop setting. Creating this language learning kernel may be the last
explicit programming the robot ever needs - the core mechanism could eventually
be used for imparting a vast amount of knowledge, much as a child learns from
its parents and teachers.",,cs.RO,"['cs.RO', 'cs.AI', 'cs.CL']",http://arxiv.org/abs/1807.11838v1,both,3,0.9952,"use, method, sentence, research, classification, task, present, application, learn, model","['robot', 'perform', 'simple', 'fetchandcarry', 'task', 'many', 'potential', 'application', 'eldercare', 'describe', 'successfully', 'implement', 'learn', 'new', 'noun', 'verb', 'tabletop', 'setting', 'create', 'learn', 'kernel', 'last', 'explicit', 'programming', 'robot', 'ever', 'need', 'core', 'mechanism', 'eventually', 'use', 'impart', 'vast', 'amount', 'knowledge', 'much', 'child', 'learn', 'parent', 'teacher', 'use', 'explain', 'perform', 'interact', 'user', 'gesture']"
11,1708.01009v1.pdf, variational rnns drop the same network units at each timestep as opposed to dropouttechmationismaskedateachtimestep dropout is destructive when naively applied to the task of language modeling some rnn architectures can be used without modification to ex activations fromht both of these networkunitactivationsinht1tobeequaltotheprevioustechniques require minimal modification to the exactivationsfromht these regularization methods can limit the computational capacity of an rnn,Revisiting Activation Regularization for Language RNNs,http://arxiv.org/pdf/1708.01009v1,"[arxiv.Result.Author('Stephen Merity'), arxiv.Result.Author('Bryan McCann'), arxiv.Result.Author('Richard Socher')]",,2017-08-03 05:53:53+00:00,"Recurrent neural networks (RNNs) serve as a fundamental building block for
many sequence tasks across natural language processing. Recent research has
focused on recurrent dropout techniques or custom RNN cells in order to improve
performance. Both of these can require substantial modifications to the machine
learning model or to the underlying RNN configurations. We revisit traditional
regularization techniques, specifically L2 regularization on RNN activations
and slowness regularization over successive hidden states, to improve the
performance of RNNs on the task of language modeling. Both of these techniques
require minimal modification to existing RNN architectures and result in
performance improvements comparable or superior to more complicated
regularization techniques or custom cell architectures. These regularization
techniques can be used without any modification on optimized LSTM
implementations such as the NVIDIA cuDNN LSTM.",,cs.CL,"['cs.CL', 'cs.NE']",http://arxiv.org/abs/1708.01009v1,both,1,0.9919,"model, task, use, propose, write, paper, system, neural, set, base","['drop', 'network', 'unit', 'timestep', 'oppose', 'dropout', 'destructive', 'naively', 'apply', 'task', 'modeling', 'rnn', 'architecture', 'use', 'modification', 'activation', 'fromht', 'require', 'minimal', 'modification', 'regularization', 'method', 'limit', 'computational', 'capacity', 'rnn']"
12,1706.03530v1.pdf, candidate sentence selection for language from a comprehensive framework to an empirical evaluation we focus on two fundamental aspects linguistic complexity andapologeticthedependenceoftheextractedsentencesontheir original context we have an important role in the development of l2 learning both receptive and productive skills keyser 2007 corpora as potential practice material is readily available in large quantities however their use in l2 teaching has both been supported and opposed,Candidate sentence selection for language learning exercises: from a comprehensive framework to an empirical evaluation,http://arxiv.org/pdf/1706.03530v1,"[arxiv.Result.Author('Ildikó Pilán'), arxiv.Result.Author('Elena Volodina'), arxiv.Result.Author('Lars Borin')]",,2017-06-12 09:21:45+00:00,"We present a framework and its implementation relying on Natural Language
Processing methods, which aims at the identification of exercise item
candidates from corpora. The hybrid system combining heuristics and machine
learning methods includes a number of relevant selection criteria. We focus on
two fundamental aspects: linguistic complexity and the dependence of the
extracted sentences on their original context. Previous work on exercise
generation addressed these two criteria only to a limited extent, and a refined
overall candidate sentence selection framework appears also to be lacking. In
addition to a detailed description of the system, we present the results of an
empirical evaluation conducted with language teachers and learners which
indicate the usefulness of the system for educational purposes. We have
integrated our system into a freely available online learning platform.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1706.03530v1,both,2,0.9927,"system, lithium, lm, usage, sentence, user, rich, free, learn, content","['candidate', 'sentence', 'selection', 'comprehensive', 'framework', 'empirical', 'evaluation', 'focus', 'fundamental', 'aspect', 'linguistic', 'complexity', 'original', 'context', 'important', 'role', 'development', 'learn', 'receptive', 'productive', 'skill', 'potential', 'practice', 'material', 'readily', 'available', 'large', 'quantity', 'teach', 'support', 'oppose']"
13,1707.04244v1.pdf, lithium nlp extracts a rich set developed for such content lithium is a resourceconstrained high involves heavy usage of slang jargons 7102throughput and languageagnosticsys emoticonsorabbreviations for information extraction from do not follow formal grammatical rules the lithium system is at par with stateoftheart nlp systems and can be applied to industrial systems that posrengle and practical they should be able to process rich user genercentric run on offshelf commodity machines,Lithium NLP: A System for Rich Information Extraction from Noisy User Generated Text on Social Media,http://arxiv.org/pdf/1707.04244v1,"[arxiv.Result.Author('Preeti Bhargava'), arxiv.Result.Author('Nemanja Spasojevic'), arxiv.Result.Author('Guoning Hu')]",,2017-07-13 17:52:51+00:00,"In this paper, we describe the Lithium Natural Language Processing (NLP)
system - a resource-constrained, high- throughput and language-agnostic system
for information extraction from noisy user generated text on social media.
Lithium NLP extracts a rich set of information including entities, topics,
hashtags and sentiment from text. We discuss several real world applications of
the system currently incorporated in Lithium products. We also compare our
system with existing commercial and academic NLP systems in terms of
performance, information extracted and languages supported. We show that
Lithium NLP is at par with and in some cases, outperforms state- of-the-art
commercial NLP systems.",,cs.AI,"['cs.AI', 'cs.CL', 'cs.IR']",http://arxiv.org/abs/1707.04244v1,both,2,0.9937,"system, lithium, lm, usage, sentence, user, rich, free, learn, content","['lithium', 'extract', 'rich', 'set', 'develop', 'content', 'lithium', 'high', 'involve', 'heavy', 'usage', 'jargon', 'throughput', 'information', 'extraction', 'follow', 'formal', 'grammatical', 'rule', 'lithium', 'system', 'par', 'stateoftheart', 'system', 'apply', 'industrial', 'system', 'posrengle', 'practical', 'able', 'process', 'rich', 'user', 'run', 'commodity', 'machine']"
14,1712.08917v1.pdf, building a sentiment corpus of tweets in brazilian portuguese the large amount of data available in social media forums and websites motivates researches in several areas of natural language thepopularityoftheareaduetoitssubjectiveandsemanticcharacteristicsmotivatesresearchon novel methods and approaches for classification there is a high demand for datasets on different domains and differentlanguages this paper introducestweetsentbr asentimentcorporaforbrazilianportuguesemanuallyannotated with 15000sentenceson tv show domain the sentences were labeled in three classes positive neutral and negative by seven annotators,Building a Sentiment Corpus of Tweets in Brazilian Portuguese,http://arxiv.org/pdf/1712.08917v1,"[arxiv.Result.Author('Henrico Bertini Brum'), arxiv.Result.Author('Maria das Graças Volpe Nunes')]",,2017-12-24 13:23:58+00:00,"The large amount of data available in social media, forums and websites
motivates researches in several areas of Natural Language Processing, such as
sentiment analysis. The popularity of the area due to its subjective and
semantic characteristics motivates research on novel methods and approaches for
classification. Hence, there is a high demand for datasets on different domains
and different languages. This paper introduces TweetSentBR, a sentiment corpora
for Brazilian Portuguese manually annotated with 15.000 sentences on TV show
domain. The sentences were labeled in three classes (positive, neutral and
negative) by seven annotators, following literature guidelines for ensuring
reliability on the annotation. We also ran baseline experiments on polarity
classification using three machine learning methods, reaching 80.99% on
F-Measure and 82.06% on accuracy in binary classification, and 59.85% F-Measure
and 64.62% on accuracy on three point classification.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1712.08917v1,both,3,0.9934,"use, method, sentence, research, classification, task, present, application, learn, model","['building', 'sentiment', 'large', 'amount', 'datum', 'available', 'social', 'medium', 'forum', 'website', 'motivate', 'research', 'several', 'area', 'novel', 'method', 'approach', 'classification', 'high', 'demand', 'dataset', 'different', 'domain', 'sentenceson', 'tv', 'domain', 'sentence', 'label', 'class', 'positive', 'neutral', 'negative', 'annotator']"
15,1804.07827v2.pdf, efficient contextualized representation language model pruning for sequence labeling we aim to compress lms for quality sentences for nlp applications these lms automatically cap the end task in a pluginandplay manner by introducing the 2v728704081vixra lowrnnswithdeepandnarrowones we can detach any layerwithout affecting others and stretch shallowand wide lms to be deep and narrow in upto 30 relativeerrorreductions,Efficient Contextualized Representation: Language Model Pruning for Sequence Labeling,http://arxiv.org/pdf/1804.07827v2,"[arxiv.Result.Author('Liyuan Liu'), arxiv.Result.Author('Xiang Ren'), arxiv.Result.Author('Jingbo Shang'), arxiv.Result.Author('Jian Peng'), arxiv.Result.Author('Jiawei Han')]",,2018-04-20 21:10:17+00:00,"Many efforts have been made to facilitate natural language processing tasks
with pre-trained language models (LMs), and brought significant improvements to
various applications. To fully leverage the nearly unlimited corpora and
capture linguistic information of multifarious levels, large-size LMs are
required; but for a specific task, only parts of these information are useful.
Such large-sized LMs, even in the inference stage, may cause heavy computation
workloads, making them too time-consuming for large-scale applications. Here we
propose to compress bulky LMs while preserving useful information with regard
to a specific task. As different layers of the model keep different
information, we develop a layer selection method for model pruning using
sparsity-inducing regularization. By introducing the dense connectivity, we can
detach any layer without affecting others, and stretch shallow and wide LMs to
be deep and narrow. In model training, LMs are learned with layer-wise dropouts
for better robustness. Experiments on two benchmark datasets demonstrate the
effectiveness of our method.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1804.07827v2,both,2,0.9927,"system, lithium, lm, usage, sentence, user, rich, free, learn, content","['efficient', 'contextualize', 'representation', 'model', 'prune', 'sequence', 'labeling', 'aim', 'compress', 'lm', 'quality', 'sentence', 'application', 'lm', 'automatically', 'cap', 'end', 'task', 'pluginandplay', 'manner', 'introduce', 'layerwithout', 'affect', 'other', 'stretch', 'shallowand', 'wide', 'lm', 'deep', 'narrow', 'upto']"
16,1804.03052v1.pdf, the majority of humans acquire the ability to communicate directly through spoken natural language before they even learn to read and write we show that the audiovisual retrieval perforforprofit of a multilingual model exceeds that of the monolinpronesemantic crosslingual speechtospeechretrieval we believe this could be useful for future work exploring visually grounded speech toreceivespeech translation without the need for text transcriptions or the need to use languagespecific inductive bias,Vision as an Interlingua: Learning Multilingual Semantic Embeddings of Untranscribed Speech,http://arxiv.org/pdf/1804.03052v1,"[arxiv.Result.Author('David Harwath'), arxiv.Result.Author('Galen Chuang'), arxiv.Result.Author('James Glass')]",,2018-04-09 15:15:37+00:00,"In this paper, we explore the learning of neural network embeddings for
natural images and speech waveforms describing the content of those images.
These embeddings are learned directly from the waveforms without the use of
linguistic transcriptions or conventional speech recognition technology. While
prior work has investigated this setting in the monolingual case using English
speech data, this work represents the first effort to apply these techniques to
languages beyond English. Using spoken captions collected in English and Hindi,
we show that the same model architecture can be successfully applied to both
languages. Further, we demonstrate that training a multilingual model
simultaneously on both languages offers improved performance over the
monolingual models. Finally, we show that these models are capable of
performing semantic cross-lingual speech-to-speech retrieval.",,cs.CL,"['cs.CL', 'cs.SD', 'eess.AS']",http://arxiv.org/abs/1804.03052v1,both,1,0.9938,"model, task, use, propose, write, paper, system, neural, set, base","['majority', 'human', 'acquire', 'ability', 'communicate', 'directly', 'speak', 'even', 'learn', 'read', 'write', 'audiovisual', 'retrieval', 'perforforprofit', 'multilingual', 'model', 'exceed', 'crosslingual', 'believe', 'useful', 'future', 'work', 'explore', 'visually', 'ground', 'speech', 'toreceivespeech', 'translation', 'need', 'text', 'transcription', 'need', 'inductive', 'bias']"
17,1512.05919v2.pdf, a planning based framework for essay generation aims to understand and represent the meaning of a topic word we argue that generating a well organized artiheticalworkconsistsofthreecomponents including cle is a challenging task the taskischallengingingasit requiresstheing the framework consists of three steps of organizing selecting a topic organizing a sentence and organizing them to form an organized arrivective article we lay out is an electronic product including battery and it can be used to chat with others after understanding the topic word we discuss how to collect topicspecific fuel eg phrases,A Planning based Framework for Essay Generation,http://arxiv.org/pdf/1512.05919v2,"[arxiv.Result.Author('Bing Qin'), arxiv.Result.Author('Duyu Tang'), arxiv.Result.Author('Xinwei Geng'), arxiv.Result.Author('Dandan Ning'), arxiv.Result.Author('Jiahao Liu'), arxiv.Result.Author('Ting Liu')]",,2015-12-18 12:10:42+00:00,"Generating an article automatically with computer program is a challenging
task in artificial intelligence and natural language processing. In this paper,
we target at essay generation, which takes as input a topic word in mind and
generates an organized article under the theme of the topic. We follow the idea
of text planning \cite{Reiter1997} and develop an essay generation framework.
The framework consists of three components, including topic understanding,
sentence extraction and sentence reordering. For each component, we studied
several statistical algorithms and empirically compared between them in terms
of qualitative or quantitative analysis. Although we run experiments on Chinese
corpus, the method is language independent and can be easily adapted to other
language. We lay out the remaining challenges and suggest avenues for future
research.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1512.05919v2,both,4,0.9957,"model, task, text, work, base, project, key, paper, feature, method","['plan', 'base', 'framework', 'essay', 'generation', 'aim', 'understand', 'represent', 'mean', 'topic', 'argue', 'generating', 'organize', 'include', 'cle', 'challenge', 'task', 'requiresstheing', 'framework', 'consist', 'step', 'organize', 'select', 'topic', 'organize', 'sentence', 'organizing', 'form', 'organize', 'arrivective', 'article', 'lie', 'electronic', 'product', 'include', 'battery', 'use', 'chat', 'other', 'understand', 'topic', 'discuss', 'collect', 'topicspecific', 'fuel', 'phrase']"
18,1803.08966v1.pdf, automated techniques such as model checking violation ie the probability to reach an error state exceeds have been used to verify humangenerated robotic mission plans 3 4 we propose an approach based that exceeds the probability threshold 3 the proposed solution is based on mixedinteger linear programming for generating explain to explain counterexamples represented as a set of explainable counterexamples that are minimal sound and complete paths or a critical subsystem even with a modest number of 32 paths in this paper we propose a natural language medium case study of warehouse robots planning,Counterexamples for Robotic Planning Explained in Structured Language,http://arxiv.org/pdf/1803.08966v1,"[arxiv.Result.Author('Lu Feng'), arxiv.Result.Author('Mahsa Ghasemi'), arxiv.Result.Author('Kai-Wei Chang'), arxiv.Result.Author('Ufuk Topcu')]",,2018-03-23 20:14:51+00:00,"Automated techniques such as model checking have been used to verify models
of robotic mission plans based on Markov decision processes (MDPs) and generate
counterexamples that may help diagnose requirement violations. However, such
artifacts may be too complex for humans to understand, because existing
representations of counterexamples typically include a large number of paths or
a complex automaton. To help improve the interpretability of counterexamples,
we define a notion of explainable counterexample, which includes a set of
structured natural language sentences to describe the robotic behavior that
lead to a requirement violation in an MDP model of robotic mission plan. We
propose an approach based on mixed-integer linear programming for generating
explainable counterexamples that are minimal, sound and complete. We
demonstrate the usefulness of the proposed approach via a case study of
warehouse robots planning.",,cs.RO,"['cs.RO', 'cs.CL', 'cs.FL']",http://arxiv.org/abs/1803.08966v1,both,1,0.9959,"model, task, use, propose, write, paper, system, neural, set, base","['automate', 'technique', 'model', 'check', 'violation', 'probability', 'reach', 'error', 'state', 'exceed', 'use', 'verify', 'humangenerate', 'robotic', 'mission', 'plan', 'propose', 'base', 'exceed', 'probability', 'threshold', 'propose', 'solution', 'base', 'programming', 'generating', 'explain', 'explain', 'counterexample', 'represent', 'set', 'explainable', 'counterexample', 'minimal', 'sound', 'complete', 'path', 'critical', 'subsystem', 'even', 'modest', 'number', 'path', 'paper', 'propose', 'medium', 'case', 'study', 'warehouse', 'robot', 'plan']"
19,1609.02960v1.pdf, a large scale corpus of gulf arabic has 110m words from 1200 forum novels we annotate the corpus for subdialect information at the document level we present a resultsofapreliminary studyinthemorphologicalannotation of gulfarabic building a morphologically corlinguistic corpus is a first step towards developing nlp applications yadac corpus thetextofthecorpusispubliclybrowsable throughawebinterfacewedeveloped forit 6102vixra,A Large Scale Corpus of Gulf Arabic,http://arxiv.org/pdf/1609.02960v1,"[arxiv.Result.Author('Salam Khalifa'), arxiv.Result.Author('Nizar Habash'), arxiv.Result.Author('Dana Abdulrahim'), arxiv.Result.Author('Sara Hassan')]",,2016-09-09 22:22:53+00:00,"Most Arabic natural language processing tools and resources are developed to
serve Modern Standard Arabic (MSA), which is the official written language in
the Arab World. Some Dialectal Arabic varieties, notably Egyptian Arabic, have
received some attention lately and have a growing collection of resources that
include annotated corpora and morphological analyzers and taggers. Gulf Arabic,
however, lags behind in that respect. In this paper, we present the Gumar
Corpus, a large-scale corpus of Gulf Arabic consisting of 110 million words
from 1,200 forum novels. We annotate the corpus for sub-dialect information at
the document level. We also present results of a preliminary study in the
morphological annotation of Gulf Arabic which includes developing guidelines
for a conventional orthography. The text of the corpus is publicly browsable
through a web interface we developed for it.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1609.02960v1,both,3,0.9891,"use, method, sentence, research, classification, task, present, application, learn, model","['large', 'scale', 'word', 'forum', 'novel', 'annotate', 'subdialect', 'information', 'document', 'level', 'present', 'gulfarabic', 'building', 'morphologically', 'corlinguistic', 'first', 'step', 'develop', 'application', 'yadac']"
20,1601.01195v1.pdf, this paper presents a description of hmm hidden markov model based system for pos tagging from socialpartofspeech tagging for codemixed indian social mediatext at icon 2015 the tool that we have developed for the task is based on trigram mixed indian social media text is defined in this year to the hidden markov model that utilizes information from dictionary build the pos tagger systems for code mixed indian social media text on twitter has been presented in 13 the interest in applying nlp methods for analyzing nonlanguagecommented,Part-of-Speech Tagging for Code-mixed Indian Social Media Text at ICON 2015,http://arxiv.org/pdf/1601.01195v1,[arxiv.Result.Author('Kamal Sarkar')],,2016-01-06 14:40:38+00:00,"This paper discusses the experiments carried out by us at Jadavpur University
as part of the participation in ICON 2015 task: POS Tagging for Code-mixed
Indian Social Media Text. The tool that we have developed for the task is based
on Trigram Hidden Markov Model that utilizes information from dictionary as
well as some other word level features to enhance the observation probabilities
of the known tokens as well as unknown tokens. We submitted runs for
Bengali-English, Hindi-English and Tamil-English Language pairs. Our system has
been trained and tested on the datasets released for ICON 2015 shared task: POS
Tagging For Code-mixed Indian Social Media Text. In constrained mode, our
system obtains average overall accuracy (averaged over all three language
pairs) of 75.60% which is very close to other participating two systems (76.79%
for IIITH and 75.79% for AMRITA_CEN) ranked higher than our system. In
unconstrained mode, our system obtains average overall accuracy of 70.65% which
is also close to the system (72.85% for AMRITA_CEN) which obtains the highest
average overall accuracy.",,cs.CL,"['cs.CL', '68T50']",http://arxiv.org/abs/1601.01195v1,both,4,0.9956,"model, task, text, work, base, project, key, paper, feature, method","['paper', 'present', 'hmm', 'hide', 'model', 'base', 'system', 'pos', 'tagging', 'tag', 'codemixe', 'indian', 'social', 'mediatext', 'icon', 'tool', 'develop', 'task', 'base', 'mix', 'indian', 'social', 'medium', 'text', 'define', 'year', 'hide', 'model', 'utilize', 'information', 'dictionary', 'build', 'pos', 'system', 'mix', 'indian', 'social', 'medium', 'text', 'twitter', 'present', 'interest', 'apply', 'method', 'analyze']"
21,1001.4273v1.pdf, sentence simplification aids proteinprotein interaction extraction ppis the study of proteinprotein interactions and othertences in biomedical literature is a central tenet of modern transscientific research we report on the impact that automatic simpli lational and genomic research can help accelerate biomedical research we use the intertoken dependencies to evaluate the complexity of the sentences we also present the methods used to evaluate the efficacy of the methods used finally we exfully explain the methods,Sentence Simplification Aids Protein-Protein Interaction Extraction,http://arxiv.org/pdf/1001.4273v1,"[arxiv.Result.Author('Siddhartha Jonnalagadda'), arxiv.Result.Author('Graciela Gonzalez')]",,2010-01-24 20:23:10+00:00,"Accurate systems for extracting Protein-Protein Interactions (PPIs)
automatically from biomedical articles can help accelerate biomedical research.
Biomedical Informatics researchers are collaborating to provide metaservices
and advance the state-of-art in PPI extraction. One problem often neglected by
current Natural Language Processing systems is the characteristic complexity of
the sentences in biomedical literature. In this paper, we report on the impact
that automatic simplification of sentences has on the performance of a
state-of-art PPI extraction system, showing a substantial improvement in recall
(8%) when the sentence simplification method is applied, without significant
impact to precision.","The 3rd International Symposium on Languages in Biology and
  Medicine, Jeju Island, South Korea, November 8-10, 2009",cs.CL,['cs.CL'],http://arxiv.org/abs/1001.4273v1,both,3,0.9949,"use, method, sentence, research, classification, task, present, application, learn, model","['sentence', 'simplification', 'aid', 'proteinprotein', 'interaction', 'extraction', 'ppis', 'study', 'interaction', 'othertence', 'biomedical', 'central', 'tenet', 'modern', 'transscientific', 'research', 'report', 'impact', 'automatic', 'lational', 'genomic', 'research', 'help', 'accelerate', 'biomedical', 'research', 'intertoken', 'dependency', 'evaluate', 'complexity', 'sentence', 'also', 'present', 'method', 'use', 'evaluate', 'efficacy', 'method', 'use', 'finally', 'exfully', 'explain', 'method']"
22,1603.07771v3.pdf, this paper introduces a neural model for paredtoover400kwordsinourdataset it generates biographical sen generation model conditioned on a wikipedia intences from fact tables on a new dataset of fobox these datasets have a limidatedvocabulary of only about350wordseachcomprogres the model exploits structured data both globally and globally to the large and diverse problem of generating a large and very diverse problem in contrast to previous work we scaletoscale the model,Neural Text Generation from Structured Data with Application to the Biography Domain,http://arxiv.org/pdf/1603.07771v3,"[arxiv.Result.Author('Remi Lebret'), arxiv.Result.Author('David Grangier'), arxiv.Result.Author('Michael Auli')]",,2016-03-24 22:40:00+00:00,"This paper introduces a neural model for concept-to-text generation that
scales to large, rich domains. We experiment with a new dataset of biographies
from Wikipedia that is an order of magnitude larger than existing resources
with over 700k samples. The dataset is also vastly more diverse with a 400k
vocabulary, compared to a few hundred words for Weathergov or Robocup. Our
model builds upon recent work on conditional neural language model for text
generation. To deal with the large vocabulary, we extend these models to mix a
fixed vocabulary with copy actions that transfer sample-specific words from the
input database to the generated output sentence. Our neural model significantly
out-performs a classical Kneser-Ney language model adapted to this task by
nearly 15 BLEU.",,cs.CL,['cs.CL'],http://arxiv.org/abs/1603.07771v3,both,4,0.9936,"model, task, text, work, base, project, key, paper, feature, method","['paper', 'introduce', 'neural', 'model', 'generate', 'generation', 'model', 'condition', 'intence', 'fact', 'table', 'new', 'dataset', 'model', 'exploit', 'structure', 'datum', 'globally', 'globally', 'large', 'diverse', 'problem', 'generate', 'large', 'diverse', 'problem', 'contrast', 'previous', 'work', 'scaletoscale', 'model']"
23,1312.3168v1.pdf, semantic types lexical sorts and classifiers are needed to include lexical considerations in a semantical analyser such as boxer or grail this paper is concerned with the second partoftheproblem and proposesalinguisticallymotivatedsolution we propose a cognitively and linguistically motivated set of set of linguistic terms for lexical semantics we defend the view that classicentric languages whichhavesuchpronounsareanappealingsolution bothlinguisticallyandcognitivelymotivated,"Semantic Types, Lexical Sorts and Classifiers",http://arxiv.org/pdf/1312.3168v1,"[arxiv.Result.Author('Bruno Mery'), arxiv.Result.Author('Christian Retoré')]",,2013-12-11 14:04:52+00:00,"We propose a cognitively and linguistically motivated set of sorts for
lexical semantics in a compositional setting: the classifiers in languages that
do have such pronouns. These sorts are needed to include lexical considerations
in a semantical analyser such as Boxer or Grail. Indeed, all proposed lexical
extensions of usual Montague semantics to model restriction of selection,
felicitous and infelicitous copredication require a rich and refined type
system whose base types are the lexical sorts, the basis of the many-sorted
logic in which semantical representations of sentences are stated. However,
none of those approaches define precisely the actual base types or sorts to be
used in the lexicon. In this article, we shall discuss some of the options
commonly adopted by researchers in formal lexical semantics, and defend the
view that classifiers in the languages which have such pronouns are an
appealing solution, both linguistically and cognitively motivated.","NLPCS '10- 10th International Workshop on Natural Language
  Processing and Computer Science - 2013 (2013)",cs.CL,['cs.CL'],http://arxiv.org/abs/1312.3168v1,both,0,0.9926,"use, model, semantic, task, framework, system, word, propose, lexical, work","['semantic', 'type', 'lexical', 'sort', 'classifier', 'need', 'lexical', 'consideration', 'semantical', 'analyser', 'grail', 'paper', 'concern', 'second', 'propose', 'cognitively', 'linguistically', 'motivated', 'set', 'set', 'linguistic', 'term', 'lexical', 'semantic', 'view', 'classicentric', 'language']"
24,1602.07749v1.pdf, thien huu nguyen avirupsil georgianadinu and raduflorian discuss the robustness of the mention detection with recurrent neural networks the advantage 42 of rnns over the traditional approaches to mention detection the challenge is come up with the models that can encode and utilize these longrange dedescribed denominal the president or pronominal he she to classifytheminthependence,Toward Mention Detection Robustness with Recurrent Neural Networks,http://arxiv.org/pdf/1602.07749v1,"[arxiv.Result.Author('Thien Huu Nguyen'), arxiv.Result.Author('Avirup Sil'), arxiv.Result.Author('Georgiana Dinu'), arxiv.Result.Author('Radu Florian')]",,2016-02-24 23:14:01+00:00,"One of the key challenges in natural language processing (NLP) is to yield
good performance across application domains and languages. In this work, we
investigate the robustness of the mention detection systems, one of the
fundamental tasks in information extraction, via recurrent neural networks
(RNNs). The advantage of RNNs over the traditional approaches is their capacity
to capture long ranges of context and implicitly adapt the word embeddings,
trained on a large corpus, into a task-specific word representation, but still
preserve the original semantic generalization to be helpful across domains. Our
systematic evaluation for RNN architectures demonstrates that RNNs not only
outperform the best reported systems (up to 9\% relative error reduction) in
the general setting but also achieve the state-of-the-art performance in the
cross-domain setting for English. Regarding other languages, RNNs are
significantly better than the traditional methods on the similar task of named
entity recognition for Dutch (up to 22\% relative error reduction).",,cs.CL,['cs.CL'],http://arxiv.org/abs/1602.07749v1,both,4,0.9896,"model, task, text, work, base, project, key, paper, feature, method","['robustness', 'mention', 'detection', 'recurrent', 'neural', 'network', 'advantage', 'rnn', 'traditional', 'approach', 'mention', 'detection', 'challenge', 'come', 'model', 'dedescribe', 'denominal', 'president', 'pronominal']"
25,1803.00124v2.pdf, there is a growing body of research in nlp for the arabic language in recent years for example 2 3 and 4 however orthography and dialects makes sentiment analysis for arabic more challenging we report improved accuracy of sentiment different text feature selections and the way the features are used to classify 9195 on our publicly available arabic within the machine learning classifiers this paper will first overview some related recent works on a powerful tool to capture together the closest words from a sentiment analysis,Improving Sentiment Analysis in Arabic Using Word Representation,http://arxiv.org/pdf/1803.00124v2,"[arxiv.Result.Author('Abdulaziz M. Alayba'), arxiv.Result.Author('Vasile Palade'), arxiv.Result.Author('Matthew England'), arxiv.Result.Author('Rahat Iqbal')]",10.1109/ASAR.2018.8480191,2018-02-28 22:46:19+00:00,"The complexities of Arabic language in morphology, orthography and dialects
makes sentiment analysis for Arabic more challenging. Also, text feature
extraction from short messages like tweets, in order to gauge the sentiment,
makes this task even more difficult. In recent years, deep neural networks were
often employed and showed very good results in sentiment classification and
natural language processing applications. Word embedding, or word distributing
approach, is a current and powerful tool to capture together the closest words
from a contextual text. In this paper, we describe how we construct Word2Vec
models from a large Arabic corpus obtained from ten newspapers in different
Arab countries. By applying different machine learning algorithms and
convolutional neural networks with different text feature selections, we report
improved accuracy of sentiment classification (91%-95%) on our publicly
available Arabic language health sentiment dataset [1]","Proc. 2nd International Workshop on Arabic and Derived Script
  Analysis and Recognition (ASAR '18), pp. 13-18. IEEE, 2018",cs.CL,"['cs.CL', 'I.2.7; I.2.6']",http://arxiv.org/abs/1803.00124v2,both,4,0.9957,"model, task, text, work, base, project, key, paper, feature, method","['grow', 'body', 'research', 'arabic', 'recent', 'year', 'example', 'orthography', 'dialect', 'make', 'sentiment', 'analysis', 'arabic', 'challenging', 'report', 'improve', 'accuracy', 'sentiment', 'different', 'text', 'feature', 'selection', 'way', 'feature', 'use', 'classify', 'publicly', 'available', 'arabic', 'machine', 'learning', 'classifier', 'paper', 'first', 'overview', 'relate', 'recent', 'work', 'powerful', 'tool', 'capture', 'together', 'close', 'word', 'sentiment', 'analysis']"
